sku,instanceType,family,regionCode,location,operatingSystem,tenancy,vcpu,memory_gb,price_usd_hour,unit,price_per_vcpu,price_per_gb
8C2ESDPMNTPV9AFU,m6i.32xlarge,m6i,eu-west-1,EU (Ireland),Linux,Shared,128.0,512.0,6.848,Hrs,0.0535,0.013375
8DAMHP5E3EGF4JPC,d3en.xlarge,d3en,eu-west-1,EU (Ireland),Linux,Shared,4.0,16.0,0.641,Hrs,0.16025,0.0400625
8DPNTRUG8MWH53CT,m6in.xlarge,m6in,eu-west-1,EU (Ireland),Linux,Shared,4.0,16.0,0.31122,Hrs,0.077805,0.01945125
8DUNCEDWG4WZUR56,u-3tb1.56xlarge,u-3tb1,eu-west-1,EU (Ireland),Linux,Shared,224.0,3072.0,30.55,Hrs,0.1363839285714286,0.0099446614583333
8EWY7GABQH2UKD7G,c5a.2xlarge,c5a,eu-west-1,EU (Ireland),Linux,Shared,8.0,16.0,0.344,Hrs,0.043,0.0215
8FFUWN2ESZYSB84N,m4.2xlarge,m4,eu-west-1,EU (Ireland),Linux,Shared,8.0,32.0,0.444,Hrs,0.0555,0.013875
8FWHYNSF79MDDT82,is4gen.2xlarge,is4gen,eu-west-1,EU (Ireland),Linux,Shared,8.0,48.0,1.275,Hrs,0.159375,0.0265625
8JNY7VUMPB55FZXV,c6gd.xlarge,c6gd,eu-west-1,EU (Ireland),Linux,Shared,4.0,8.0,0.1744,Hrs,0.0436,0.0218
8MHP8F8YXSFHW6HJ,i8g.12xlarge,i8g,eu-west-1,EU (Ireland),Linux,Shared,48.0,384.0,4.5384,Hrs,0.09455,0.01181875
8MK36NKVMYX9Y2HK,is4gen.medium,is4gen,eu-west-1,EU (Ireland),Linux,Shared,1.0,6.0,0.15938,Hrs,0.15938,0.0265633333333333
8MSSAEDE6YCKXMRQ,m7a.8xlarge,m7a,eu-west-1,EU (Ireland),Linux,Shared,32.0,128.0,2.0672,Hrs,0.0646,0.01615
8NDJUA2J6P9CK3XW,vt1.3xlarge,vt1,eu-west-1,EU (Ireland),Linux,Shared,12.0,24.0,0.73412,Hrs,0.0611766666666666,0.0305883333333333
8NE9UVKK7NQ38KVU,m6g.medium,m6g,eu-west-1,EU (Ireland),Linux,Shared,1.0,4.0,0.043,Hrs,0.043,0.01075
8PBJ3GSPD9UCDFQJ,c5a.24xlarge,c5a,eu-west-1,EU (Ireland),Linux,Shared,96.0,192.0,4.128,Hrs,0.043,0.0215
8PCQ3MHDFCVRC8TY,m5dn.8xlarge,m5dn,eu-west-1,EU (Ireland),Linux,Shared,32.0,128.0,2.432,Hrs,0.076,0.019
8QCZTSCWGZSWKP7F,x2gd.2xlarge,x2gd,eu-west-1,EU (Ireland),Linux,Shared,8.0,128.0,0.8,Hrs,0.1,0.00625
8QY9W6Z4XVAA8FP6,c7i-flex.8xlarge,c7i-flex,eu-west-1,EU (Ireland),Linux,Shared,32.0,64.0,1.45555,Hrs,0.0454859375,0.02274296875
8RMDYC8DCG2RQZU7,r6gd.metal,r6gd,eu-west-1,EU (Ireland),Linux,Shared,64.0,512.0,4.096,Hrs,0.064,0.008
8TPSFSJBMSVWGQ5V,hpc7g.16xlarge,hpc7g,eu-west-1,EU (Ireland),Linux,Shared,64.0,128.0,1.8059,Hrs,0.0282171875,0.01410859375
8TQZATTABHZPHRPC,m6i.24xlarge,m6i,eu-west-1,EU (Ireland),Linux,Shared,96.0,384.0,5.136,Hrs,0.0535,0.013375
8U4DAY7BSQK2VQA6,r6idn.16xlarge,r6idn,eu-west-1,EU (Ireland),Linux,Shared,64.0,512.0,6.96384,Hrs,0.10881,0.01360125
8XKP5HYNBXQTSDQZ,r7i.16xlarge,r7i,eu-west-1,EU (Ireland),Linux,Shared,64.0,512.0,4.7376,Hrs,0.074025,0.009253125
8Y8QPB4JF27QEKGE,m8g.2xlarge,m8g,eu-west-1,EU (Ireland),Linux,Shared,8.0,32.0,0.40016,Hrs,0.05002,0.012505
926EPQHVQ6AGDX5P,c3.4xlarge,c3,eu-west-1,EU (Ireland),Linux,Shared,16.0,30.0,0.956,Hrs,0.05975,0.0318666666666666
964CD2NX3ZUDPTP7,is4gen.xlarge,is4gen,eu-west-1,EU (Ireland),Linux,Shared,4.0,24.0,0.6375,Hrs,0.159375,0.0265625
98PB6H94FD83QG5D,c5d.large,c5d,eu-west-1,EU (Ireland),Linux,Shared,2.0,4.0,0.109,Hrs,0.0545,0.02725
98TG4P7VJ9MVQ3HH,c7a.24xlarge,c7a,eu-west-1,EU (Ireland),Linux,Shared,96.0,192.0,5.28576,Hrs,0.05506,0.02753
98XXBDM7BNWHCBZA,c6g.4xlarge,c6g,eu-west-1,EU (Ireland),Linux,Shared,16.0,32.0,0.5837,Hrs,0.03648125,0.018240625
99HNKVWADCWQ2AYA,r6id.24xlarge,r6id,eu-west-1,EU (Ireland),Linux,Shared,96.0,768.0,8.064,Hrs,0.084,0.0105
99NNM9E3UCTKKCRN,m6idn.16xlarge,m6idn,eu-west-1,EU (Ireland),Linux,Shared,64.0,256.0,5.69088,Hrs,0.08892,0.02223
9A4Z9Z2F82QXH9QT,m5n.24xlarge,m5n,eu-west-1,EU (Ireland),Linux,Shared,96.0,384.0,6.384,Hrs,0.0665,0.016625
9BQWWWR6BXMPEP5S,m5zn.xlarge,m5zn,eu-west-1,EU (Ireland),Linux,Shared,4.0,16.0,0.3682,Hrs,0.09205,0.0230125
9CNYPE9EEBF9K5YP,c5.18xlarge,c5,eu-west-1,EU (Ireland),Linux,Shared,72.0,144.0,3.456,Hrs,0.048,0.024
9EZPWFFQ44AXAJFU,z1d.2xlarge,z1d,eu-west-1,EU (Ireland),Linux,Shared,8.0,64.0,0.832,Hrs,0.104,0.013
9FCQV7EZSP4BP64E,r7iz.metal-32xl,r7iz,eu-west-1,EU (Ireland),Linux,Shared,128.0,1024.0,13.312,Hrs,0.104,0.013
9FTHQAJJUUWK3TPQ,t3a.nano,t3a,eu-west-1,EU (Ireland),Linux,Shared,2.0,0.5,0.0051,Hrs,0.00255,0.0102
9G52K2AP86ADQ6PE,hpc7g.4xlarge,hpc7g,eu-west-1,EU (Ireland),Linux,Shared,16.0,128.0,1.8059,Hrs,0.11286875,0.01410859375
9GUWZJZ9H2A86CZM,r7iz.12xlarge,r7iz,eu-west-1,EU (Ireland),Linux,Shared,48.0,384.0,4.992,Hrs,0.104,0.013
9HEJP2JW69U24CFK,r5a.4xlarge,r5a,eu-west-1,EU (Ireland),Linux,Shared,16.0,128.0,1.016,Hrs,0.0635,0.0079375
9HR8P5NZSJKXN3EN,i8g.2xlarge,i8g,eu-west-1,EU (Ireland),Linux,Shared,8.0,64.0,0.7564,Hrs,0.09455,0.01181875
9KQ7JEVY6NG6NY7J,m6idn.2xlarge,m6idn,eu-west-1,EU (Ireland),Linux,Shared,8.0,32.0,0.71136,Hrs,0.08892,0.02223
9M9VGZ9WC5KK5QMV,c5d.9xlarge,c5d,eu-west-1,EU (Ireland),Linux,Shared,36.0,72.0,1.962,Hrs,0.0545,0.02725
9N7EKMZ7S6HAB5PH,r8g.2xlarge,r8g,eu-west-1,EU (Ireland),Linux,Shared,8.0,64.0,0.52736,Hrs,0.06592,0.00824
9QMP5HH6F5FRSBWT,c6g.8xlarge,c6g,eu-west-1,EU (Ireland),Linux,Shared,32.0,64.0,1.1674,Hrs,0.03648125,0.018240625
9QYQQRQ9FD9YCPNB,m1.xlarge,m1,eu-west-1,EU (Ireland),Linux,Shared,4.0,15.0,0.379,Hrs,0.09475,0.0252666666666666
9R93X2CR48HGHDQ4,c6i.16xlarge,c6i,eu-west-1,EU (Ireland),Linux,Shared,64.0,128.0,2.9184,Hrs,0.0456,0.0228
9TG62YR2QVCGHR3Z,m5ad.16xlarge,m5ad,eu-west-1,EU (Ireland),Linux,Shared,64.0,256.0,3.68,Hrs,0.0575,0.014375
9UF2DN272S3S6BA3,r8g.4xlarge,r8g,eu-west-1,EU (Ireland),Linux,Shared,16.0,128.0,1.05472,Hrs,0.06592,0.00824
9UVHEQS5ZBCXAV7Z,c6a.8xlarge,c6a,eu-west-1,EU (Ireland),Linux,Shared,32.0,64.0,1.31328,Hrs,0.04104,0.02052
9VHN6EZGZGFZEHHK,d2.xlarge,d2,eu-west-1,EU (Ireland),Linux,Shared,4.0,30.5,0.735,Hrs,0.18375,0.0240983606557377
A6HTTUZX8US39P9S,m5n.metal,m5n,eu-west-1,EU (Ireland),Linux,Shared,96.0,384.0,6.384,Hrs,0.0665,0.016625
A8M9V68KNY7JGM39,i4i.16xlarge,i4i,eu-west-1,EU (Ireland),Linux,Shared,64.0,512.0,6.054,Hrs,0.09459375,0.01182421875
AB4AQDF24QZ9FZSA,r6i.16xlarge,r6i,eu-west-1,EU (Ireland),Linux,Shared,64.0,512.0,4.512,Hrs,0.0705,0.0088125
ABJMH7QCRCC4JKSN,x2iedn.2xlarge,x2iedn,eu-west-1,EU (Ireland),Linux,Shared,8.0,256.0,2.00075,Hrs,0.25009375,0.0078154296875
ABPK9KZV8VZKZ5W7,is4gen.large,is4gen,eu-west-1,EU (Ireland),Linux,Shared,2.0,12.0,0.31875,Hrs,0.159375,0.0265625
ABYMP9H6HTZF4EKX,r6in.4xlarge,r6in,eu-west-1,EU (Ireland),Linux,Shared,16.0,128.0,1.56312,Hrs,0.097695,0.012211875
ACG2JU2F8YWB3MMD,m6a.48xlarge,m6a,eu-west-1,EU (Ireland),Linux,Shared,192.0,768.0,9.2448,Hrs,0.04815,0.0120375
ADT8TJSCKTFKTBMX,i2.8xlarge,i2,eu-west-1,EU (Ireland),Linux,Shared,32.0,244.0,7.502,Hrs,0.2344375,0.0307459016393442
AFZMTFG3XMHU8TU3,r6i.8xlarge,r6i,eu-west-1,EU (Ireland),Linux,Shared,32.0,256.0,2.256,Hrs,0.0705,0.0088125
AHB3FD3TCBDGYUAS,c6a.2xlarge,c6a,eu-west-1,EU (Ireland),Linux,Shared,8.0,16.0,0.32832,Hrs,0.04104,0.02052
AM9CDTQDARKNKYBE,g5.16xlarge,g5,eu-west-1,EU (Ireland),Linux,Shared,64.0,256.0,4.57237,Hrs,0.07144328125,0.0178608203125
ANPVZZR73GRUY29N,r6in.12xlarge,r6in,eu-west-1,EU (Ireland),Linux,Shared,48.0,384.0,4.68936,Hrs,0.0976949999999999,0.0122118749999999
ANSP3DWARYKQ387A,c7i.metal-48xl,c7i,eu-west-1,EU (Ireland),Linux,Shared,192.0,384.0,9.19296,Hrs,0.04788,0.02394
AP2GZM68VB5XXN6S,m5n.12xlarge,m5n,eu-west-1,EU (Ireland),Linux,Shared,48.0,192.0,3.192,Hrs,0.0665,0.016625
APGPZTNQ6CESKCVJ,m6i.8xlarge,m6i,eu-west-1,EU (Ireland),Linux,Shared,32.0,128.0,1.712,Hrs,0.0535,0.013375
AQPFKA9XSHEKUST4,r7a.12xlarge,r7a,eu-west-1,EU (Ireland),Linux,Shared,48.0,384.0,4.08624,Hrs,0.08513,0.01064125
AX7Q57AD2UH6SZT6,m6a.2xlarge,m6a,eu-west-1,EU (Ireland),Linux,Shared,8.0,32.0,0.3852,Hrs,0.04815,0.0120375
AXVSTUF27J8YNWS7,c6id.32xlarge,c6id,eu-west-1,EU (Ireland),Linux,Shared,128.0,256.0,7.3248,Hrs,0.057225,0.0286125
AYYS5AHM8RP6N3F4,m6i.xlarge,m6i,eu-west-1,EU (Ireland),Linux,Shared,4.0,16.0,0.214,Hrs,0.0535,0.013375
B2JFRFTW6B7A6NGJ,m6idn.12xlarge,m6idn,eu-west-1,EU (Ireland),Linux,Shared,48.0,192.0,4.26816,Hrs,0.08892,0.02223
B3XJ7YR74QWHJHUB,g4dn.4xlarge,g4dn,eu-west-1,EU (Ireland),Linux,Shared,16.0,64.0,1.342,Hrs,0.083875,0.02096875
B5P77SWJMJZ884TC,c6in.metal,c6in,eu-west-1,EU (Ireland),Linux,Shared,128.0,256.0,8.1984,Hrs,0.06405,0.032025
B5YN5C6UFVHWGRD4,c5n.9xlarge,c5n,eu-west-1,EU (Ireland),Linux,Shared,36.0,96.0,2.196,Hrs,0.061,0.022875
B6VVP3ZXU3CT63X7,r5b.24xlarge,r5b,eu-west-1,EU (Ireland),Linux,Shared,96.0,768.0,8.016,Hrs,0.0835,0.0104375
B8DCQTSGYC4KXWNG,c7i.metal-24xl,c7i,eu-west-1,EU (Ireland),Linux,Shared,96.0,192.0,4.59648,Hrs,0.04788,0.02394
B8WPGTC3K34PDXE7,m6i.4xlarge,m6i,eu-west-1,EU (Ireland),Linux,Shared,16.0,64.0,0.856,Hrs,0.0535,0.013375
BCJ2S5SSVF9MB9K6,z1d.metal,z1d,eu-west-1,EU (Ireland),Linux,Shared,48.0,384.0,4.992,Hrs,0.104,0.013
BCZ34WWKQXWGAGXZ,m7g.metal,m7g,eu-west-1,EU (Ireland),Linux,Shared,64.0,256.0,2.9104,Hrs,0.045475,0.01136875
BD4WKXDZ8JRNMYN7,x1e.xlarge,x1e,eu-west-1,EU (Ireland),Linux,Shared,4.0,122.0,1.0,Hrs,0.25,0.0081967213114754
BD8XV3M49PYTY484,m5d.xlarge,m5d,eu-west-1,EU (Ireland),Linux,Shared,4.0,16.0,0.252,Hrs,0.063,0.01575
BDB8Z35FE8QWP8FY,m5.16xlarge,m5,eu-west-1,EU (Ireland),Linux,Shared,64.0,256.0,3.424,Hrs,0.0535,0.013375
BDNQ7GZTWPAJCGPH,m5dn.4xlarge,m5dn,eu-west-1,EU (Ireland),Linux,Shared,16.0,64.0,1.216,Hrs,0.076,0.019
BDQCWX6R3TTCFSVN,r5b.large,r5b,eu-west-1,EU (Ireland),Linux,Shared,2.0,16.0,0.167,Hrs,0.0835,0.0104375
BFVJ3AEJFEVSUTPN,m6a.8xlarge,m6a,eu-west-1,EU (Ireland),Linux,Shared,32.0,128.0,1.5408,Hrs,0.04815,0.0120375
BFXA4UKZ98KRXMHK,m8g.8xlarge,m8g,eu-west-1,EU (Ireland),Linux,Shared,32.0,128.0,1.60064,Hrs,0.05002,0.012505
BFXJQH664EFNQXA2,r5d.8xlarge,r5d,eu-west-1,EU (Ireland),Linux,Shared,32.0,256.0,2.56,Hrs,0.08,0.01
BG8E99UBN6RZV6WV,c4.4xlarge,c4,eu-west-1,EU (Ireland),Linux,Shared,16.0,30.0,0.905,Hrs,0.0565625,0.0301666666666666
BHUE6JWPUTCCSA9H,r5a.8xlarge,r5a,eu-west-1,EU (Ireland),Linux,Shared,32.0,256.0,2.032,Hrs,0.0635,0.0079375
BKDVXZQADJ4PDJHJ,t2.2xlarge,t2,eu-west-1,EU (Ireland),Linux,Shared,8.0,32.0,0.4032,Hrs,0.0504,0.0126
BNEFJG6W6EF65J44,r6i.metal,r6i,eu-west-1,EU (Ireland),Linux,Shared,128.0,1024.0,9.024,Hrs,0.0705,0.0088125
BNSCBCWPZHWPDKKS,m4.4xlarge,m4,eu-west-1,EU (Ireland),Linux,Shared,16.0,64.0,0.888,Hrs,0.0555,0.013875
BP94GJU6UAV6523D,c6gd.2xlarge,c6gd,eu-west-1,EU (Ireland),Linux,Shared,8.0,16.0,0.3488,Hrs,0.0436,0.0218
BUZBADMYHNETJAMA,r5a.24xlarge,r5a,eu-west-1,EU (Ireland),Linux,Shared,96.0,768.0,6.096,Hrs,0.0635,0.0079375
BVX3BWKXKCDTVN9X,x2iezn.metal,x2iezn,eu-west-1,EU (Ireland),Linux,Shared,48.0,1536.0,12.0,Hrs,0.25,0.0078125
BXNRKP8N2G6ZFCK4,r6idn.12xlarge,r6idn,eu-west-1,EU (Ireland),Linux,Shared,48.0,384.0,5.22288,Hrs,0.10881,0.01360125
BYVCBY2C5STZ39AB,c7gd.2xlarge,c7gd,eu-west-1,EU (Ireland),Linux,Shared,8.0,16.0,0.412,Hrs,0.0515,0.02575
BYZ8J4KBPPCKWEP7,r7gd.8xlarge,r7gd,eu-west-1,EU (Ireland),Linux,Shared,32.0,256.0,2.4192,Hrs,0.0756,0.00945
BZ4QR6ZNEKBJMWVA,r5.2xlarge,r5,eu-west-1,EU (Ireland),Linux,Shared,8.0,64.0,0.564,Hrs,0.0705,0.0088125
BZANXRE7ZJV5ETW5,c7gn.large,c7gn,eu-west-1,EU (Ireland),Linux,Shared,2.0,4.0,0.141,Hrs,0.0705,0.03525
C2PW9GQJHS2XEAV9,c6i.8xlarge,c6i,eu-west-1,EU (Ireland),Linux,Shared,32.0,64.0,1.4592,Hrs,0.0456,0.0228
C3M6ZGSU66GC75NF,r3.large,r3,eu-west-1,EU (Ireland),Linux,Shared,2.0,15.25,0.185,Hrs,0.0925,0.0121311475409836
C3SU8UDSCMT3C6K7,c6g.medium,c6g,eu-west-1,EU (Ireland),Linux,Shared,1.0,2.0,0.0365,Hrs,0.0365,0.01825
C65HY6EVYSPTGWDH,r4.xlarge,r4,eu-west-1,EU (Ireland),Linux,Shared,4.0,30.5,0.2964,Hrs,0.0741,0.0097180327868852
C6ZRCHMWN4JVRGHJ,c6id.8xlarge,c6id,eu-west-1,EU (Ireland),Linux,Shared,32.0,64.0,1.8312,Hrs,0.057225,0.0286125
C9DF5AUBPY5KDMRS,i4g.2xlarge,i4g,eu-west-1,EU (Ireland),Linux,Shared,8.0,64.0,0.6808,Hrs,0.0851,0.0106375
CAPSNU6DACSBAQRP,r5dn.12xlarge,r5dn,eu-west-1,EU (Ireland),Linux,Shared,48.0,384.0,4.464,Hrs,0.093,0.011625
CDWQP4PPCRKMANSU,m5n.large,m5n,eu-west-1,EU (Ireland),Linux,Shared,2.0,8.0,0.133,Hrs,0.0665,0.016625
CDXDWJHNNTAS8G8M,m7gd.4xlarge,m7gd,eu-west-1,EU (Ireland),Linux,Shared,16.0,64.0,0.9526,Hrs,0.0595375,0.014884375
CDZT2C7VCTWBRQV3,u-18tb1.112xlarge,u-18tb1,eu-west-1,EU (Ireland),Linux,Shared,448.0,18432.0,183.3,Hrs,0.4091517857142857,0.0099446614583333
CF577VBQPMJAVKG3,m7gd.large,m7gd,eu-west-1,EU (Ireland),Linux,Shared,2.0,8.0,0.1191,Hrs,0.05955,0.0148875
CJZCUCVK5EGU55MK,x2gd.medium,x2gd,eu-west-1,EU (Ireland),Linux,Shared,1.0,16.0,0.1,Hrs,0.1,0.00625
CMCTWEPZ53DKTW49,m6a.12xlarge,m6a,eu-west-1,EU (Ireland),Linux,Shared,48.0,192.0,2.3112,Hrs,0.04815,0.0120375
CNJ2797KBJBW29WZ,r5dn.xlarge,r5dn,eu-west-1,EU (Ireland),Linux,Shared,4.0,32.0,0.372,Hrs,0.093,0.011625
CNPTBB628ZRXNY4B,t3a.2xlarge,t3a,eu-west-1,EU (Ireland),Linux,Shared,8.0,32.0,0.3264,Hrs,0.0408,0.0102
CNQ9EJQGHNKABBXQ,c6a.4xlarge,c6a,eu-west-1,EU (Ireland),Linux,Shared,16.0,32.0,0.65664,Hrs,0.04104,0.02052
CNVACWVN9G2R2GJ9,r8g.12xlarge,r8g,eu-west-1,EU (Ireland),Linux,Shared,48.0,384.0,3.16416,Hrs,0.0659199999999999,0.0082399999999999
CNVMPYP88QVYGM6Q,r7g.16xlarge,r7g,eu-west-1,EU (Ireland),Linux,Shared,64.0,512.0,3.8352,Hrs,0.059925,0.007490625
CP6AQ5U62SXMQV9P,r3.2xlarge,r3,eu-west-1,EU (Ireland),Linux,Shared,8.0,61.0,0.741,Hrs,0.092625,0.0121475409836065
CQ3RZ8A8BQKVHSKT,p4d.24xlarge,p4d,eu-west-1,EU (Ireland),Linux,Shared,96.0,1152.0,23.71569,Hrs,0.2470384374999999,0.0205865364583333
CSBH8D9W9QSQXZ4J,r6gd.large,r6gd,eu-west-1,EU (Ireland),Linux,Shared,2.0,16.0,0.128,Hrs,0.064,0.008
CVHJD5QD26GMP5HF,m5n.xlarge,m5n,eu-west-1,EU (Ireland),Linux,Shared,4.0,16.0,0.266,Hrs,0.0665,0.016625
CWTBWRW792K88XRM,z1d.3xlarge,z1d,eu-west-1,EU (Ireland),Linux,Shared,12.0,96.0,1.248,Hrs,0.104,0.013
CXHQG4ZHRR7TZB7M,m7i.xlarge,m7i,eu-west-1,EU (Ireland),Linux,Shared,4.0,16.0,0.2247,Hrs,0.056175,0.01404375
CY9Q9HFYVC4F5ASG,c7g.medium,c7g,eu-west-1,EU (Ireland),Linux,Shared,1.0,2.0,0.0388,Hrs,0.0388,0.0194
D3VAGNA46D7KC3ES,m6in.32xlarge,m6in,eu-west-1,EU (Ireland),Linux,Shared,128.0,512.0,9.95904,Hrs,0.077805,0.01945125
D53CGUF3JPG3SJC3,c5.2xlarge,c5,eu-west-1,EU (Ireland),Linux,Shared,8.0,16.0,0.384,Hrs,0.048,0.024
D5VHDHY2NC8Q5A74,h1.16xlarge,h1,eu-west-1,EU (Ireland),Linux,Shared,64.0,256.0,4.152,Hrs,0.064875,0.01621875
D7M225NX27SHFXCT,c5n.xlarge,c5n,eu-west-1,EU (Ireland),Linux,Shared,4.0,10.5,0.244,Hrs,0.061,0.0232380952380952
D8HUQ8M6VM587DP4,i3en.6xlarge,i3en,eu-west-1,EU (Ireland),Linux,Shared,24.0,192.0,3.0,Hrs,0.125,0.015625
D9J4EQB4J9E6QRAM,c5ad.8xlarge,c5ad,eu-west-1,EU (Ireland),Linux,Shared,32.0,64.0,1.568,Hrs,0.049,0.0245
DDA5G5SUKJZGCNEK,r6g.8xlarge,r6g,eu-west-1,EU (Ireland),Linux,Shared,32.0,256.0,1.8048,Hrs,0.0564,0.00705
DDJ5FD364TAJ37D7,c6gd.metal,c6gd,eu-west-1,EU (Ireland),Linux,Shared,64.0,128.0,2.7904,Hrs,0.0436,0.0218
DDQEAEABQCRXEAHX,r7i.2xlarge,r7i,eu-west-1,EU (Ireland),Linux,Shared,8.0,64.0,0.5922,Hrs,0.074025,0.009253125
DDZJ2HF2ZC7SM3C3,i7ie.18xlarge,i7ie,eu-west-1,EU (Ireland),Linux,Shared,72.0,576.0,10.35,Hrs,0.14375,0.01796875
DFX4Y9GW9C3HE99V,t1.micro,t1,eu-west-1,EU (Ireland),Linux,Shared,1.0,0.613,0.02,Hrs,0.02,0.032626427406199
DHKDK6F6DNQATGCK,m6a.24xlarge,m6a,eu-west-1,EU (Ireland),Linux,Shared,96.0,384.0,4.6224,Hrs,0.04815,0.0120375
DMAXDHUCJUYVP2PR,a1.large,a1,eu-west-1,EU (Ireland),Linux,Shared,2.0,4.0,0.0576,Hrs,0.0288,0.0144
DMH6HNE6HRSTQBTB,m7i.4xlarge,m7i,eu-west-1,EU (Ireland),Linux,Shared,16.0,64.0,0.8988,Hrs,0.056175,0.01404375
DMU2RU6339MFH3SX,m6in.24xlarge,m6in,eu-west-1,EU (Ireland),Linux,Shared,96.0,384.0,7.46928,Hrs,0.077805,0.01945125
DNFU24N6AGFSRNY5,r7iz.32xlarge,r7iz,eu-west-1,EU (Ireland),Linux,Shared,128.0,1024.0,13.312,Hrs,0.104,0.013
DNJ4MVZPY6QQXVN5,x2iedn.8xlarge,x2iedn,eu-west-1,EU (Ireland),Linux,Shared,32.0,1024.0,8.003,Hrs,0.25009375,0.0078154296875
DNPF3PSPZAFJPBDC,m6gd.12xlarge,m6gd,eu-west-1,EU (Ireland),Linux,Shared,48.0,192.0,2.4192,Hrs,0.0504,0.0126
DPN9KFCDD6A5EQBP,x2gd.8xlarge,x2gd,eu-west-1,EU (Ireland),Linux,Shared,32.0,512.0,3.2,Hrs,0.1,0.00625
DS72FUWG3NT9KG9M,r5.4xlarge,r5,eu-west-1,EU (Ireland),Linux,Shared,16.0,128.0,1.128,Hrs,0.0705,0.0088125
DTNU6KXYRRQHD3AH,c7i.4xlarge,c7i,eu-west-1,EU (Ireland),Linux,Shared,16.0,32.0,0.76608,Hrs,0.04788,0.02394
DUJNCT67ZVWWCCW5,r6id.16xlarge,r6id,eu-west-1,EU (Ireland),Linux,Shared,64.0,512.0,5.376,Hrs,0.084,0.0105
DUZVWBSAEXYF97HV,m7g.medium,m7g,eu-west-1,EU (Ireland),Linux,Shared,1.0,4.0,0.0455,Hrs,0.0455,0.011375
DWVA6QQ3NYYFTKF3,m7i.12xlarge,m7i,eu-west-1,EU (Ireland),Linux,Shared,48.0,192.0,2.6964,Hrs,0.056175,0.01404375
DXH6X4VVFUT4EUU5,t3.micro,t3,eu-west-1,EU (Ireland),Linux,Shared,2.0,1.0,0.0114,Hrs,0.0057,0.0114
DYTSK9JJGPSR6VQB,i2.2xlarge,i2,eu-west-1,EU (Ireland),Linux,Shared,8.0,61.0,1.876,Hrs,0.2345,0.0307540983606557
E3P4TVHCARM5N5RM,r4.16xlarge,r4,eu-west-1,EU (Ireland),Linux,Shared,64.0,488.0,4.7424,Hrs,0.0741,0.0097180327868852
E4FVQPJTYPQ2TUB2,c6id.large,c6id,eu-west-1,EU (Ireland),Linux,Shared,2.0,4.0,0.11445,Hrs,0.057225,0.0286125
E5DTE5M2GYXTPV8A,c6in.2xlarge,c6in,eu-west-1,EU (Ireland),Linux,Shared,8.0,16.0,0.5124,Hrs,0.06405,0.032025
E728VEB9KQ44N5ZB,i7ie.48xlarge,i7ie,eu-west-1,EU (Ireland),Linux,Shared,192.0,1536.0,27.6,Hrs,0.14375,0.01796875
E9FTXSZ49KS3R3HY,g2.8xlarge,g2,eu-west-1,EU (Ireland),Linux,Shared,32.0,60.0,2.808,Hrs,0.08775,0.0467999999999999
EAMK5HHXHSGTDJ26,m7g.2xlarge,m7g,eu-west-1,EU (Ireland),Linux,Shared,8.0,32.0,0.3638,Hrs,0.045475,0.01136875
EB2QM2B74W2YCANP,m1.small,m1,eu-west-1,EU (Ireland),Linux,Shared,1.0,1.7,0.047,Hrs,0.047,0.0276470588235294
EBNDQX7DNG2CR5MJ,r5.16xlarge,r5,eu-west-1,EU (Ireland),Linux,Shared,64.0,512.0,4.512,Hrs,0.0705,0.0088125
EDH4MHKR5RBUU87K,m6a.xlarge,m6a,eu-west-1,EU (Ireland),Linux,Shared,4.0,16.0,0.1926,Hrs,0.04815,0.0120375
EGGQMFNY6FSM369C,r7a.large,r7a,eu-west-1,EU (Ireland),Linux,Shared,2.0,16.0,0.17026,Hrs,0.08513,0.01064125
EGWA586GZZNJQ7JE,m7i-flex.8xlarge,m7i-flex,eu-west-1,EU (Ireland),Linux,Shared,32.0,128.0,1.70768,Hrs,0.053365,0.01334125
EJ6X8JNNMY3PRA35,r7iz.2xlarge,r7iz,eu-west-1,EU (Ireland),Linux,Shared,8.0,64.0,0.832,Hrs,0.104,0.013
EJRP3YGKM3P96FR7,c8g.48xlarge,c8g,eu-west-1,EU (Ireland),Linux,Shared,192.0,384.0,8.18688,Hrs,0.04264,0.02132
EK6SHTCZ3EWHW2N7,c7gd.4xlarge,c7gd,eu-west-1,EU (Ireland),Linux,Shared,16.0,32.0,0.824,Hrs,0.0515,0.02575
EKNNFMJXQ77S7SB9,m7g.4xlarge,m7g,eu-west-1,EU (Ireland),Linux,Shared,16.0,64.0,0.7276,Hrs,0.045475,0.01136875
ENMA83MKFFA9NP8Z,x2iezn.12xlarge,x2iezn,eu-west-1,EU (Ireland),Linux,Shared,48.0,1536.0,12.0,Hrs,0.25,0.0078125
EP3JMEEYCSK2JH2N,c6gn.12xlarge,c6gn,eu-west-1,EU (Ireland),Linux,Shared,48.0,96.0,2.3424,Hrs,0.0488,0.0244
EQ66PRBHWE94RCHM,m6g.metal,m6g,eu-west-1,EU (Ireland),Linux,Shared,64.0,256.0,2.752,Hrs,0.043,0.01075
EQ6NRVP4KNZ2UBGA,a1.xlarge,a1,eu-west-1,EU (Ireland),Linux,Shared,4.0,8.0,0.1152,Hrs,0.0288,0.0144
EQP9JWYVRCW49MPW,i2.4xlarge,i2,eu-west-1,EU (Ireland),Linux,Shared,16.0,122.0,3.751,Hrs,0.2344375,0.0307459016393442
